match_id,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,team1_wickets,team2_wickets,overs,match_type,team1_ranking,team2_ranking,team1_form,team2_form,winner
286,Oman,South Africa,Delhi,Oman,field,322,284,10,10,50,ODI,10,5,3,0,Oman
287,Australia,England,London,Australia,field,184,130,10,10,20,T20,3,10,4,0,Australia
288,England,Australia,Dubai,England,bat,175,197,4,4,20,T20,10,9,0,5,Australia
289,England,Australia,Delhi,Australia,field,186,194,10,10,20,T20,6,3,1,4,Australia
290,Oman,Australia,Chennai,Australia,field,167,189,10,5,20,T20,7,10,0,1,Australia
291,India,Australia,Delhi,Australia,bat,267,214,9,7,50,ODI,7,2,4,4,India
292,South Africa,Australia,Auckland,Australia,field,139,191,4,6,20,T20,4,5,4,2,Australia
293,India,Oman,London,Oman,field,170,194,8,4,20,T20,6,8,4,3,Oman
294,England,Oman,Auckland,Oman,field,225,279,5,6,50,ODI,2,9,3,4,Oman
295,England,Australia,Cape Town,England,bat,130,122,8,5,20,T20,1,10,2,4,England
296,Oman,England,Cape Town,Oman,field,339,243,9,5,50,ODI,10,4,1,2,Oman
297,Oman,South Africa,Dubai,South Africa,field,182,181,9,5,20,T20,6,3,1,2,Oman
298,India,Australia,Chennai,India,bat,335,234,5,10,50,ODI,8,4,1,2,India
299,South Africa,Australia,Mumbai,South Africa,field,147,157,4,5,20,T20,10,10,5,3,Australia
300,Australia,South Africa,Sydney,South Africa,bat,186,141,7,4,20,T20,1,6,0,0,Australia
301,England,Oman,Delhi,Oman,bat,248,335,5,9,50,ODI,5,6,0,4,Oman
302,South Africa,India,Chennai,South Africa,bat,334,227,6,8,50,ODI,6,7,4,5,South Africa
303,Oman,England,Auckland,Oman,bat,290,252,4,9,50,ODI,7,8,0,1,Oman
304,South Africa,New Zealand,Sydney,New Zealand,field,129,157,6,10,20,T20,8,7,1,5,New Zealand
305,Australia,Oman,Cape Town,Oman,field,295,303,3,4,50,ODI,9,4,4,4,Oman
306,England,Oman,Mumbai,Oman,bat,212,203,3,7,50,ODI,7,4,0,0,England
307,England,India,Mumbai,England,field,221,216,3,3,50,ODI,1,7,4,0,England
308,Afghanistan,New Zealand,Dubai,Afghanistan,field,280,321,9,5,50,ODI,9,9,0,4,New Zealand
309,Afghanistan,India,Dubai,Afghanistan,field,174,193,7,5,20,T20,8,9,1,4,India
310,Australia,New Zealand,Mumbai,Australia,field,202,279,5,4,50,ODI,6,7,5,3,New Zealand
311,New Zealand,India,Auckland,New Zealand,field,350,280,4,10,50,ODI,10,10,2,4,New Zealand
312,New Zealand,Afghanistan,Auckland,Afghanistan,bat,183,138,7,8,20,T20,5,9,0,1,New Zealand
313,England,Australia,Mumbai,England,field,331,319,3,4,50,ODI,9,9,2,3,England
314,Australia,South Africa,Cape Town,South Africa,field,205,210,10,5,50,ODI,1,2,5,4,South Africa
315,New Zealand,South Africa,Delhi,South Africa,bat,157,158,10,4,20,T20,6,9,0,4,South Africa
316,Australia,South Africa,Sydney,South Africa,bat,203,349,10,4,50,ODI,3,9,0,0,South Africa
317,New Zealand,England,Sydney,England,bat,182,167,4,5,20,T20,7,3,3,4,New Zealand
318,New Zealand,Oman,Chennai,Oman,bat,306,225,4,10,50,ODI,2,6,3,1,New Zealand
319,Afghanistan,Australia,Dubai,Afghanistan,bat,223,255,9,5,50,ODI,1,10,2,4,Australia
320,India,Australia,Delhi,India,bat,161,156,8,8,20,T20,4,9,2,5,India
321,South Africa,England,Muscat,England,bat,153,150,4,6,20,T20,8,9,1,1,South Africa
322,New Zealand,Oman,Mumbai,Oman,field,330,307,3,7,50,ODI,5,8,3,2,New Zealand
323,England,Australia,Cape Town,Australia,field,143,189,9,10,20,T20,9,3,1,3,Australia
324,India,Australia,Mumbai,Australia,bat,305,250,9,8,50,ODI,3,10,3,1,India
325,Australia,England,Mumbai,Australia,field,303,265,9,10,50,ODI,9,1,3,2,Australia
326,Oman,India,Dubai,India,bat,139,196,3,7,20,T20,4,8,2,4,India
327,Afghanistan,Australia,Dubai,Australia,field,266,226,7,9,50,ODI,6,9,3,5,Afghanistan
328,India,Australia,Mumbai,Australia,bat,342,331,9,6,50,ODI,7,5,5,5,India
329,South Africa,Oman,Auckland,South Africa,bat,231,267,5,10,50,ODI,3,2,0,3,Oman
330,South Africa,India,Mumbai,South Africa,bat,163,134,7,7,20,T20,10,9,0,4,South Africa
331,South Africa,Oman,Auckland,South Africa,bat,142,125,4,10,20,T20,1,1,0,5,South Africa
332,England,Australia,Sydney,England,field,273,279,8,8,50,ODI,7,5,3,5,Australia
333,Australia,South Africa,Dubai,Australia,field,136,123,6,7,20,T20,8,8,4,0,Australia
334,Australia,India,Dubai,Australia,bat,213,335,5,9,50,ODI,2,10,2,2,India
335,India,Oman,Sydney,India,field,267,274,8,7,50,ODI,8,1,3,2,Oman
336,Oman,England,Auckland,England,bat,324,329,3,6,50,ODI,3,8,0,3,England
337,Oman,South Africa,Cape Town,Oman,bat,212,242,4,10,50,ODI,5,9,3,1,South Africa
338,Australia,Oman,Chennai,Australia,field,140,134,5,3,20,T20,8,3,2,5,Australia
339,Australia,New Zealand,Mumbai,New Zealand,bat,342,290,3,7,50,ODI,5,3,2,1,Australia
340,New Zealand,South Africa,Mumbai,New Zealand,field,300,334,7,5,50,ODI,4,5,5,0,South Africa
341,New Zealand,Oman,Auckland,New Zealand,bat,180,149,10,9,20,T20,2,10,2,2,New Zealand
342,Afghanistan,England,Mumbai,England,bat,181,164,5,8,20,T20,8,3,5,2,Afghanistan
343,India,Oman,Dubai,Oman,field,272,220,9,6,50,ODI,9,2,1,1,India
344,New Zealand,England,Sydney,England,field,258,228,5,8,50,ODI,8,6,1,4,New Zealand
345,Afghanistan,India,Cape Town,India,field,121,186,7,6,20,T20,5,10,4,5,India
346,India,Afghanistan,Auckland,India,bat,242,269,3,5,50,ODI,9,8,2,1,Afghanistan
347,India,Afghanistan,Sydney,Afghanistan,bat,230,271,8,5,50,ODI,2,1,5,0,Afghanistan
348,Afghanistan,South Africa,Muscat,South Africa,field,244,346,10,10,50,ODI,8,4,0,2,South Africa
349,New Zealand,South Africa,Mumbai,South Africa,bat,184,187,3,10,20,T20,3,3,2,3,South Africa
350,India,South Africa,Sydney,South Africa,bat,194,148,10,6,20,T20,5,2,4,1,India
351,England,South Africa,Muscat,South Africa,bat,168,126,6,4,20,T20,7,6,3,0,England
352,Oman,New Zealand,Sydney,Oman,field,147,173,10,9,20,T20,9,6,1,3,New Zealand
353,South Africa,Oman,Auckland,South Africa,field,321,289,6,5,50,ODI,1,6,3,1,South Africa
354,India,New Zealand,Delhi,India,field,200,343,3,4,50,ODI,6,6,1,2,New Zealand
355,Afghanistan,Australia,Dubai,Afghanistan,bat,259,218,4,8,50,ODI,1,5,3,5,Afghanistan
356,Afghanistan,Oman,Dubai,Oman,bat,124,154,7,4,20,T20,7,6,4,2,Oman
357,South Africa,Australia,London,Australia,bat,153,150,10,6,20,T20,9,1,2,3,South Africa
358,Oman,New Zealand,London,New Zealand,field,193,140,9,6,20,T20,8,10,2,1,Oman
359,Afghanistan,South Africa,Muscat,Afghanistan,field,127,185,7,7,20,T20,8,2,1,3,South Africa
360,Australia,Afghanistan,London,Afghanistan,field,146,160,9,6,20,T20,3,6,1,3,Afghanistan
361,South Africa,Oman,Mumbai,Oman,bat,295,350,8,10,50,ODI,9,3,5,0,Oman
362,New Zealand,South Africa,Chennai,New Zealand,bat,270,347,4,4,50,ODI,3,7,5,5,South Africa
363,India,Australia,Mumbai,India,bat,251,265,4,6,50,ODI,10,3,2,3,Australia
364,Oman,South Africa,Delhi,South Africa,field,166,171,8,3,20,T20,6,7,2,0,South Africa
365,Australia,South Africa,Mumbai,Australia,field,223,322,9,7,50,ODI,8,4,2,2,South Africa
366,New Zealand,India,Auckland,New Zealand,field,151,157,8,9,20,T20,3,3,5,3,India
367,India,Oman,Sydney,Oman,bat,330,296,5,5,50,ODI,5,3,0,1,India
368,South Africa,Oman,Sydney,South Africa,field,224,279,4,3,50,ODI,8,1,5,2,Oman
369,Afghanistan,South Africa,Muscat,South Africa,field,216,225,9,7,50,ODI,10,1,2,2,South Africa
370,Afghanistan,England,Delhi,England,field,290,220,8,8,50,ODI,7,3,2,4,Afghanistan
371,India,New Zealand,Cape Town,New Zealand,bat,132,146,6,4,20,T20,8,2,5,3,New Zealand
372,New Zealand,Afghanistan,Cape Town,Afghanistan,bat,155,160,3,5,20,T20,6,5,3,0,Afghanistan
373,England,South Africa,Delhi,South Africa,field,126,152,4,6,20,T20,1,7,3,0,South Africa
374,Oman,Afghanistan,Mumbai,Oman,field,196,173,5,8,20,T20,3,3,0,3,Oman
375,India,New Zealand,Muscat,India,bat,258,335,9,7,50,ODI,6,5,3,5,New Zealand
376,Australia,South Africa,Auckland,South Africa,bat,144,152,8,7,20,T20,6,9,0,2,South Africa
377,South Africa,Australia,Auckland,South Africa,field,350,292,7,9,50,ODI,5,3,3,4,South Africa
378,South Africa,Australia,Sydney,Australia,bat,179,168,4,4,20,T20,9,5,2,2,South Africa
379,South Africa,Australia,Muscat,South Africa,field,265,343,5,3,50,ODI,9,3,4,4,Australia
380,India,England,London,England,field,153,195,9,4,20,T20,2,8,1,4,England
381,Oman,South Africa,Delhi,Oman,bat,252,286,8,7,50,ODI,6,7,0,2,South Africa
382,England,Afghanistan,Muscat,Afghanistan,bat,337,314,7,7,50,ODI,5,9,4,1,England
383,Oman,England,Sydney,England,field,230,320,7,5,50,ODI,4,2,1,0,England
384,Afghanistan,Oman,Delhi,Oman,bat,121,138,3,10,20,T20,10,6,2,4,Oman
385,Australia,South Africa,Delhi,South Africa,field,163,185,4,3,20,T20,8,5,4,0,South Africa
386,New Zealand,Afghanistan,Cape Town,Afghanistan,field,247,257,5,5,50,ODI,7,7,0,2,Afghanistan
387,Oman,England,Cape Town,Oman,bat,194,158,3,6,20,T20,5,5,2,0,Oman
388,Afghanistan,South Africa,Dubai,South Africa,bat,330,318,7,4,50,ODI,7,10,3,5,Afghanistan
389,England,Oman,Auckland,England,field,175,176,5,8,20,T20,9,1,2,5,Oman
390,England,Oman,Chennai,Oman,bat,254,282,10,9,50,ODI,3,8,0,4,Oman
391,Oman,New Zealand,Sydney,New Zealand,field,126,133,3,8,20,T20,3,10,5,4,New Zealand
392,India,Afghanistan,Dubai,India,field,200,323,6,7,50,ODI,10,9,0,3,Afghanistan
393,Oman,South Africa,Sydney,South Africa,field,331,350,9,5,50,ODI,9,7,4,3,South Africa
394,Oman,Australia,Mumbai,Oman,bat,349,273,9,4,50,ODI,6,9,1,3,Oman
395,England,Afghanistan,Mumbai,England,bat,212,332,5,4,50,ODI,2,5,3,5,Afghanistan
396,South Africa,Australia,Dubai,South Africa,field,257,288,4,9,50,ODI,5,10,3,4,Australia
397,India,England,Sydney,England,bat,180,145,3,5,20,T20,3,9,2,1,India
398,New Zealand,Afghanistan,Delhi,New Zealand,bat,229,340,8,3,50,ODI,1,5,5,4,Afghanistan
399,Oman,New Zealand,Muscat,Oman,field,229,320,10,5,50,ODI,10,2,4,1,New Zealand
400,Oman,England,Auckland,Oman,bat,154,200,6,4,20,T20,4,5,2,0,England
401,Oman,Australia,Delhi,Australia,field,175,133,10,7,20,T20,9,4,5,2,Oman
402,Australia,India,London,Australia,field,158,198,6,10,20,T20,8,1,2,3,India
403,Afghanistan,England,Delhi,Afghanistan,field,150,167,4,9,20,T20,8,9,5,1,England
404,Afghanistan,England,Cape Town,England,field,150,132,9,7,20,T20,8,10,5,2,Afghanistan
405,New Zealand,Afghanistan,Delhi,New Zealand,field,196,194,9,9,20,T20,4,8,2,4,New Zealand
406,South Africa,India,Dubai,India,bat,197,176,8,5,20,T20,8,9,1,4,South Africa
407,South Africa,Australia,Sydney,South Africa,bat,177,162,5,6,20,T20,4,2,0,4,South Africa
408,India,New Zealand,Chennai,India,bat,268,282,9,10,50,ODI,4,2,4,1,New Zealand
409,England,New Zealand,Muscat,England,bat,165,126,4,6,20,T20,3,3,4,1,England
410,Australia,England,Sydney,Australia,bat,137,144,3,6,20,T20,10,3,2,5,England
411,Oman,South Africa,Muscat,Oman,field,329,299,7,3,50,ODI,8,10,3,2,Oman
412,Oman,India,Dubai,India,bat,128,152,8,10,20,T20,2,10,5,5,India
413,India,New Zealand,London,New Zealand,field,241,344,4,4,50,ODI,2,10,3,5,New Zealand
414,South Africa,New Zealand,Mumbai,South Africa,field,240,212,9,5,50,ODI,10,2,2,0,South Africa
415,India,Afghanistan,Auckland,India,field,196,127,10,9,20,T20,8,5,0,1,India
416,Australia,South Africa,Muscat,Australia,bat,335,310,7,9,50,ODI,8,10,3,2,Australia
417,India,Australia,Mumbai,Australia,bat,166,162,3,9,20,T20,9,2,0,1,India
418,Oman,England,Mumbai,Oman,field,294,256,10,8,50,ODI,5,8,3,2,Oman
419,New Zealand,South Africa,Mumbai,New Zealand,bat,330,287,4,5,50,ODI,2,10,5,5,New Zealand
420,Afghanistan,Oman,London,Afghanistan,bat,126,126,6,7,20,T20,6,4,4,2,Oman
421,Oman,India,Cape Town,Oman,field,200,267,4,4,50,ODI,2,3,0,4,India
422,Australia,India,Dubai,India,field,144,154,4,4,20,T20,7,5,0,2,India
423,South Africa,New Zealand,Muscat,New Zealand,field,253,263,9,6,50,ODI,3,1,0,3,New Zealand
424,New Zealand,England,Cape Town,New Zealand,field,253,322,4,9,50,ODI,5,9,3,5,England
425,Oman,South Africa,Muscat,South Africa,field,275,223,7,6,50,ODI,10,8,3,0,Oman
426,England,New Zealand,Delhi,New Zealand,bat,197,160,4,7,20,T20,6,10,4,5,England
427,Oman,England,Delhi,Oman,bat,144,138,6,10,20,T20,5,2,4,0,Oman
428,Oman,South Africa,Dubai,Oman,field,329,298,10,9,50,ODI,10,4,4,2,Oman
429,England,Australia,Chennai,England,field,285,295,7,3,50,ODI,3,4,4,0,Australia
430,New Zealand,England,Chennai,England,field,237,292,6,6,50,ODI,3,2,3,1,England
431,Oman,India,Chennai,Oman,bat,280,228,10,7,50,ODI,5,7,3,0,Oman
432,Afghanistan,South Africa,Auckland,South Africa,field,124,192,5,7,20,T20,3,2,3,3,South Africa
433,Afghanistan,New Zealand,Cape Town,New Zealand,field,204,261,4,8,50,ODI,5,8,1,5,New Zealand
434,New Zealand,India,Sydney,India,field,134,168,7,9,20,T20,9,9,1,4,India
435,South Africa,Oman,Delhi,Oman,bat,163,154,10,6,20,T20,1,5,5,4,South Africa
436,England,New Zealand,Dubai,England,field,209,304,7,10,50,ODI,10,9,1,2,New Zealand
437,India,Oman,Cape Town,India,field,178,133,7,6,20,T20,7,1,5,3,India
438,England,Australia,Mumbai,England,field,243,256,7,8,50,ODI,6,9,3,5,Australia
439,India,New Zealand,Delhi,India,bat,318,286,10,9,50,ODI,3,7,0,5,India
440,Australia,India,Auckland,Australia,bat,196,184,7,7,20,T20,7,9,1,0,Australia
441,Afghanistan,England,Mumbai,Afghanistan,bat,173,165,3,5,20,T20,7,10,4,2,Afghanistan
442,India,New Zealand,London,New Zealand,field,174,157,6,4,20,T20,8,5,3,2,India
443,New Zealand,Afghanistan,Dubai,Afghanistan,bat,171,132,9,5,20,T20,6,2,2,0,New Zealand
444,India,South Africa,Mumbai,South Africa,bat,128,168,3,7,20,T20,6,8,3,5,South Africa
445,Australia,India,Delhi,India,field,319,225,9,9,50,ODI,9,10,4,5,Australia
446,India,Oman,London,Oman,bat,338,331,3,10,50,ODI,4,2,3,0,India
447,New Zealand,India,Delhi,India,field,298,277,9,5,50,ODI,8,5,4,2,New Zealand
448,England,Oman,London,England,field,315,224,9,5,50,ODI,5,10,1,0,England
449,Afghanistan,India,Muscat,India,field,328,312,3,7,50,ODI,7,2,5,0,Afghanistan
450,South Africa,Australia,Delhi,South Africa,bat,304,304,10,3,50,ODI,6,4,5,2,Australia
451,Oman,South Africa,Muscat,Oman,field,167,168,8,5,20,T20,1,4,3,1,South Africa
452,England,India,Dubai,England,field,318,302,7,7,50,ODI,2,7,4,3,England
453,South Africa,England,Sydney,South Africa,field,318,294,3,9,50,ODI,5,3,3,1,South Africa
454,Oman,Afghanistan,London,Afghanistan,bat,184,188,6,9,20,T20,2,5,3,5,Afghanistan
455,India,New Zealand,Dubai,India,bat,298,288,7,5,50,ODI,9,10,0,2,India
456,Australia,New Zealand,Muscat,Australia,bat,125,134,6,3,20,T20,1,6,1,5,New Zealand
457,India,South Africa,Muscat,India,bat,141,128,7,9,20,T20,8,3,1,5,India
458,England,New Zealand,Dubai,England,bat,163,144,4,8,20,T20,9,2,5,0,England
459,Afghanistan,India,Dubai,India,field,190,155,10,9,20,T20,2,6,0,1,Afghanistan
460,Oman,New Zealand,Chennai,Oman,bat,125,139,9,3,20,T20,7,8,4,0,New Zealand
461,Australia,New Zealand,Muscat,Australia,field,134,162,3,7,20,T20,3,3,5,4,New Zealand
462,New Zealand,Australia,Chennai,Australia,bat,166,159,8,8,20,T20,4,4,3,3,New Zealand
463,England,South Africa,Sydney,England,field,331,204,4,10,50,ODI,9,10,2,0,England
464,India,South Africa,London,India,field,246,231,4,7,50,ODI,1,1,3,3,India
465,India,New Zealand,Delhi,India,bat,163,126,8,9,20,T20,2,3,2,1,India
466,England,New Zealand,Dubai,England,bat,138,171,4,7,20,T20,6,7,4,4,New Zealand
467,New Zealand,Australia,Sydney,New Zealand,field,135,177,3,10,20,T20,3,8,1,0,Australia
468,Australia,Afghanistan,Auckland,Afghanistan,bat,204,221,9,8,50,ODI,2,3,0,0,Afghanistan
469,Oman,New Zealand,Dubai,Oman,bat,341,229,3,3,50,ODI,2,8,2,3,Oman
470,South Africa,New Zealand,Delhi,New Zealand,bat,316,224,4,5,50,ODI,7,1,5,0,South Africa
471,Australia,Oman,Mumbai,Australia,bat,278,210,9,10,50,ODI,2,1,2,5,Australia
472,New Zealand,Australia,London,Australia,bat,128,174,3,3,20,T20,10,7,1,4,Australia
473,New Zealand,Oman,Muscat,Oman,bat,187,163,7,6,20,T20,5,4,4,5,New Zealand
474,India,England,Delhi,India,bat,159,136,4,4,20,T20,5,1,0,0,India
475,New Zealand,Australia,Sydney,Australia,field,239,211,6,8,50,ODI,7,4,4,3,New Zealand
476,Australia,South Africa,Sydney,South Africa,field,195,123,10,3,20,T20,1,6,0,2,Australia
477,India,Afghanistan,Cape Town,Afghanistan,bat,237,296,10,5,50,ODI,9,4,4,1,Afghanistan
478,Australia,Afghanistan,Auckland,Afghanistan,bat,334,349,8,10,50,ODI,4,4,2,3,Afghanistan
479,England,India,Sydney,England,field,221,332,10,6,50,ODI,5,2,1,3,India
480,England,Australia,Chennai,Australia,bat,128,173,3,3,20,T20,3,9,2,2,Australia
481,India,Australia,Delhi,Australia,field,326,293,10,5,50,ODI,5,6,4,0,India
482,India,Australia,Mumbai,Australia,field,135,148,5,9,20,T20,8,5,4,3,Australia
483,Oman,England,Muscat,Oman,field,206,324,7,4,50,ODI,2,8,0,2,England
484,India,Oman,Mumbai,India,bat,327,298,3,3,50,ODI,8,5,1,0,India
485,England,Australia,Sydney,Australia,bat,316,285,9,4,50,ODI,2,9,4,3,England
486,Australia,Oman,Dubai,Oman,field,337,235,5,6,50,ODI,2,6,1,5,Australia
487,South Africa,England,Cape Town,England,bat,176,189,7,7,20,T20,10,1,5,4,England
488,England,Oman,Mumbai,Oman,bat,153,165,9,3,20,T20,6,1,5,0,Oman
489,Australia,Afghanistan,Dubai,Afghanistan,field,158,153,10,7,20,T20,2,1,3,5,Australia
490,South Africa,India,Mumbai,India,field,189,133,3,3,20,T20,3,2,0,2,South Africa
491,New Zealand,England,Auckland,England,field,168,166,9,6,20,T20,10,8,3,0,New Zealand
492,Oman,Australia,Cape Town,Australia,bat,349,271,9,7,50,ODI,9,8,4,4,Oman
493,Australia,Afghanistan,Sydney,Afghanistan,field,327,334,5,6,50,ODI,5,9,0,2,Afghanistan
494,India,New Zealand,Muscat,New Zealand,field,178,182,3,6,20,T20,3,4,5,3,New Zealand
495,Afghanistan,Oman,Muscat,Afghanistan,bat,345,298,4,3,50,ODI,6,2,5,3,Afghanistan
496,England,South Africa,Dubai,South Africa,field,189,123,9,10,20,T20,1,7,3,4,England
497,South Africa,Australia,Mumbai,South Africa,bat,243,228,7,8,50,ODI,8,3,2,5,South Africa
498,New Zealand,India,Dubai,India,field,160,120,6,10,20,T20,4,9,1,1,New Zealand
499,Afghanistan,Australia,Mumbai,Australia,field,123,131,7,4,20,T20,1,4,0,3,Australia
500,Afghanistan,South Africa,Delhi,South Africa,field,148,167,4,8,20,T20,7,1,0,5,South Africa
501,India,Oman,London,Oman,field,328,201,3,10,50,ODI,8,1,1,4,India
502,England,South Africa,Muscat,England,field,268,238,3,8,50,ODI,5,9,1,5,England
503,India,Australia,Cape Town,Australia,field,186,147,10,9,20,T20,2,5,4,4,India
504,India,Oman,Muscat,Oman,field,233,328,9,9,50,ODI,4,8,5,3,Oman
505,Afghanistan,New Zealand,Sydney,Afghanistan,bat,186,129,7,5,20,T20,7,9,1,1,Afghanistan
506,Afghanistan,England,Cape Town,Afghanistan,bat,332,208,8,5,50,ODI,5,6,5,5,Afghanistan
507,Oman,India,Chennai,India,bat,286,252,3,8,50,ODI,5,2,1,1,Oman
508,Australia,India,London,Australia,bat,277,310,5,4,50,ODI,9,9,3,3,India
509,Afghanistan,India,Dubai,Afghanistan,bat,284,291,10,7,50,ODI,2,9,1,3,India
510,India,England,Muscat,India,bat,141,145,6,7,20,T20,10,8,5,1,England
511,New Zealand,England,Muscat,New Zealand,bat,156,193,4,8,20,T20,9,1,3,1,England
512,New Zealand,England,Muscat,England,field,304,246,3,10,50,ODI,9,4,5,2,New Zealand
513,Afghanistan,New Zealand,Cape Town,New Zealand,bat,180,199,3,8,20,T20,9,9,2,4,New Zealand
514,Australia,South Africa,Mumbai,Australia,field,141,198,5,4,20,T20,8,5,0,1,South Africa
515,England,South Africa,Mumbai,England,bat,131,154,4,6,20,T20,5,9,5,4,South Africa
516,South Africa,Afghanistan,Delhi,South Africa,bat,263,315,9,6,50,ODI,9,4,2,2,Afghanistan
517,England,New Zealand,Muscat,England,field,196,161,3,5,20,T20,9,7,0,4,England
518,South Africa,New Zealand,London,New Zealand,field,309,239,5,7,50,ODI,6,2,3,0,South Africa
519,Afghanistan,India,Auckland,Afghanistan,field,301,264,6,8,50,ODI,1,8,3,2,Afghanistan
520,Afghanistan,India,Sydney,Afghanistan,bat,262,348,6,10,50,ODI,10,9,4,0,India
521,India,England,Sydney,England,bat,161,144,6,3,20,T20,2,9,1,3,India
522,South Africa,New Zealand,Dubai,New Zealand,field,257,250,5,4,50,ODI,3,6,1,3,South Africa
523,New Zealand,South Africa,Mumbai,South Africa,field,210,255,8,5,50,ODI,8,8,4,0,South Africa
524,India,South Africa,Muscat,India,field,188,158,10,7,20,T20,2,4,1,3,India
525,South Africa,Australia,Chennai,South Africa,bat,331,230,9,8,50,ODI,8,2,4,5,South Africa
526,Australia,Oman,London,Oman,field,143,166,10,6,20,T20,3,10,1,0,Oman
527,England,India,Muscat,England,bat,216,297,10,9,50,ODI,10,6,2,0,India
528,Afghanistan,India,London,Afghanistan,bat,342,301,3,6,50,ODI,6,9,4,0,Afghanistan
529,New Zealand,England,Sydney,New Zealand,field,235,309,10,4,50,ODI,5,1,0,2,England
530,South Africa,New Zealand,Chennai,New Zealand,bat,150,179,10,10,20,T20,8,5,0,2,New Zealand
531,Afghanistan,New Zealand,Mumbai,New Zealand,bat,120,179,9,5,20,T20,1,4,5,2,New Zealand
532,Oman,England,Sydney,England,field,312,229,7,5,50,ODI,10,4,0,2,Oman
533,Australia,Oman,Muscat,Oman,field,136,138,7,6,20,T20,5,9,1,2,Oman
534,New Zealand,England,Auckland,England,bat,320,258,4,4,50,ODI,4,7,0,4,New Zealand
535,South Africa,England,Muscat,South Africa,bat,264,303,9,9,50,ODI,6,8,3,5,England
536,England,New Zealand,London,England,bat,200,141,8,10,20,T20,5,1,0,5,England
537,South Africa,Afghanistan,Mumbai,South Africa,bat,219,291,6,10,50,ODI,7,1,0,0,Afghanistan
538,New Zealand,Oman,London,Oman,field,284,289,9,4,50,ODI,10,10,0,0,Oman
539,England,India,Auckland,England,bat,290,236,9,8,50,ODI,4,9,2,5,England
540,Oman,Australia,Mumbai,Oman,field,177,181,8,3,20,T20,5,3,5,2,Australia
541,India,Afghanistan,Sydney,Afghanistan,field,141,148,4,5,20,T20,10,1,2,2,Afghanistan
542,New Zealand,England,Cape Town,England,field,181,142,6,3,20,T20,9,6,4,3,New Zealand
543,Afghanistan,Oman,Cape Town,Afghanistan,bat,196,129,5,6,20,T20,4,10,5,3,Afghanistan
544,England,India,Mumbai,India,bat,147,129,5,3,20,T20,7,8,0,3,England
545,England,South Africa,Chennai,England,bat,146,161,6,8,20,T20,8,4,0,2,South Africa
546,India,Oman,Mumbai,Oman,field,124,139,10,7,20,T20,2,7,4,2,Oman
547,India,Afghanistan,Cape Town,Afghanistan,field,149,132,4,3,20,T20,3,5,2,2,India
548,India,South Africa,Cape Town,South Africa,bat,303,256,5,8,50,ODI,5,5,4,5,India
549,Australia,New Zealand,London,Australia,field,312,340,8,4,50,ODI,1,6,0,5,New Zealand
550,New Zealand,South Africa,Dubai,New Zealand,field,150,181,4,5,20,T20,6,9,1,4,South Africa
551,Australia,England,Muscat,Australia,field,188,198,3,3,20,T20,8,1,0,4,England
552,India,Oman,London,Oman,field,335,211,6,10,50,ODI,7,3,0,2,India
553,Oman,England,Dubai,England,bat,138,195,10,5,20,T20,10,6,2,1,England
554,Australia,India,Delhi,Australia,bat,152,184,6,8,20,T20,8,8,3,4,India
555,New Zealand,India,Delhi,India,field,180,129,4,8,20,T20,4,9,2,4,New Zealand
556,New Zealand,Oman,London,Oman,bat,228,304,6,7,50,ODI,2,7,2,2,Oman
557,South Africa,Afghanistan,London,South Africa,bat,329,297,3,8,50,ODI,10,6,0,1,South Africa
558,Australia,India,Mumbai,Australia,field,154,134,5,8,20,T20,4,8,5,5,Australia
559,Australia,South Africa,Muscat,Australia,bat,199,153,4,6,20,T20,9,9,2,1,Australia
560,Oman,England,Sydney,Oman,bat,260,226,7,8,50,ODI,7,7,0,4,Oman
561,England,South Africa,Muscat,South Africa,bat,194,134,6,4,20,T20,2,10,0,2,England
562,South Africa,England,Sydney,South Africa,bat,230,244,6,10,50,ODI,8,4,1,1,England
563,Australia,South Africa,Mumbai,Australia,bat,235,271,4,9,50,ODI,7,5,0,5,South Africa
564,England,India,Delhi,India,field,132,157,3,5,20,T20,10,9,2,1,India
565,England,India,Delhi,India,field,330,275,4,10,50,ODI,1,5,1,2,England
566,England,New Zealand,Delhi,New Zealand,bat,302,279,3,5,50,ODI,8,3,5,4,England
567,Afghanistan,Oman,Muscat,Oman,field,150,149,5,10,20,T20,4,6,2,2,Afghanistan
568,Afghanistan,Oman,Muscat,Oman,field,285,309,9,8,50,ODI,2,6,2,2,Oman
569,New Zealand,South Africa,Auckland,New Zealand,field,270,291,10,7,50,ODI,8,7,2,3,South Africa
570,England,Afghanistan,Auckland,England,field,260,322,10,7,50,ODI,7,7,3,2,Afghanistan
571,Afghanistan,Oman,London,Oman,bat,347,342,5,9,50,ODI,10,2,0,1,Afghanistan
572,Oman,Afghanistan,Sydney,Oman,field,186,184,10,4,20,T20,8,7,4,3,Oman
573,India,Oman,Delhi,Oman,bat,173,134,3,3,20,T20,5,4,4,2,India
574,Afghanistan,Oman,Dubai,Afghanistan,field,280,290,7,3,50,ODI,5,10,4,0,Oman
575,Oman,India,Sydney,India,bat,132,173,4,6,20,T20,2,6,4,4,India
576,India,Oman,Muscat,Oman,field,208,303,3,8,50,ODI,10,6,3,1,Oman
577,Australia,Oman,Dubai,Australia,field,255,258,8,4,50,ODI,7,9,4,0,Oman
